observation_id,source_id,monitor_vendor,monitor_model,software_version,environment,cohort,club,metric,aggregation_level,sample_count,measurement_status,reported_mean,reported_sd,reported_unit,canonical_mean,canonical_sd,canonical_unit,matched_shots
5a7faf67b6a46e8ee4aff2d0,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,7-Iron,swing_plane,group_mean,80,reported,60.78,2.39,deg,1.0608111193621534,0.041713369122664476,rad,1
08efdf1ed0077df15463fcee,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,attack_angle,group_mean,69,reported,-3.29,1.17,deg,-0.05742133239061344,0.020420352248333655,rad,1
6a853aca7361773e6062b312,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,attack_angle,group_mean,69,reported,-7.18,2.07,deg,-0.12531464029319286,0.03612831551628262,rad,1
b4b6e110fa642a2ab33593bc,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,ball_speed,group_mean,69,reported,92.1,5.26,mph,41.172383999999994,2.3514304,m/s,1
ef8381c84fcb9f7fdc19b3e9,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,ball_speed,group_mean,69,reported,95.75,5.44,mph,42.80408,2.4318976,m/s,1
e9df6d64ebf0dd79c590f531,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,carry_distance,group_mean,69,reported,114.17,7.17,yd,104.397048,6.556248,m,1
5abecc73e843fd81f9ab4af0,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,carry_distance,group_mean,69,reported,116.83,7.31,yd,106.829352,6.684264,m,1
3c383d2023e9c592598332ed,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,total_distance,group_mean,69,reported,116.61,6.95,yd,106.628184,6.35508,m,1
f157d5dab7e24d3df91c5347,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,total_distance,group_mean,69,reported,117.8,7.0,yd,107.71632,6.4008,m,1
646ce375bf867a047aab4eab,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,club_path,group_mean,69,reported,-1.77,2.85,deg,-0.030892327760299633,0.04974188368183839,rad,1
75cee6231cf09109767b2fc0,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,club_path,group_mean,69,reported,-0.93,2.84,deg,-0.016231562043547264,0.049567350756638956,rad,1
bbefcca36c6ebefd91d07dbd,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,club_speed,group_mean,69,reported,77.64,3.95,mph,34.7081856,1.765808,m/s,1
ff20aa761991ab9ecc0dfe21,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,club_speed,group_mean,69,reported,81.0,4.3,mph,36.21024,1.922272,m/s,1
61390e4975d5b5dba1a3205b,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,dynamic_loft,group_mean,69,reported,35.57,2.61,deg,0.620813614934383,0.045553093477052,rad,1
495f52676f36c72d584fb7ef,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,dynamic_loft,group_mean,69,reported,45.25,3.77,deg,0.7897614865274342,0.06579891280018622,rad,1
1bae03f9c7961ff269d3b282,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,face_angle,group_mean,69,reported,-3.72,2.92,deg,-0.06492624817418906,0.05096361415823442,rad,1
50780bb3c21b59b057aa9c17,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,face_angle,group_mean,69,reported,-3.15,3.75,deg,-0.05497787143782138,0.06544984694978735,rad,1
077b96fb24c6d6169823ba6f,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,face_to_path,group_mean,69,reported,-1.89,3.17,deg,-0.03298672286269283,0.055326937288220246,rad,1
997f186e6dfe0665e2848675,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,face_to_path,group_mean,69,reported,-2.22,4.18,deg,-0.03874630939427412,0.07295476273336297,rad,1
95815ce95ff13a9b69f79bbb,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,apex_height,group_mean,69,reported,83.3,12.05,ft,25.38984,3.6728400000000003,m,1
abf35ee98483321b5179603b,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,apex_height,group_mean,69,reported,94.77,13.38,ft,28.885896,4.0782240000000005,m,1
fb99eb882252dac960a3994c,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,descent_angle,group_mean,69,reported,51.14,3.2,deg,0.8925613794699001,0.05585053606381855,rad,1
53a7305dcfac8d0465e0981e,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,descent_angle,group_mean,69,reported,52.39,2.5,deg,0.9143779951198293,0.04363323129985824,rad,1
32fe3c2e29d36d58c2564314,bliss_langdown_2026,TrackMan,TrackMan 4,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,launch_angle,group_mean,69,reported,26.8,2.16,deg,0.4677482395344803,0.03769911184307752,rad,1
bc1a019628e73e7521732071,bliss_langdown_2026,FlightScope,Mevo+,TrackMan unspecified; FS Golf 7.7.3,indoor_normalized_sea_level,single_participant,Pitching Wedge,launch_angle,group_mean,69,reported,27.9,2.17,deg,0.4869468613064179,0.03787364476827695,rad,1
